REGION,TECHNOLOGY,YEAR,VALUE
REGION1,Denmark (DK)| Biofuel (BF)| Internal combustion engine with heat recovery (HP)| Final electricity (F)| Historic (H)| size 1,2015,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2040,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2041,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2042,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2043,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2044,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2045,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2046,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2047,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2048,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2049,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2050,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2051,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2052,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2053,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2054,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2055,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2056,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2057,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2058,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2059,1.0
REGION1,Denmark (DK)| Biomass (BM)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2060,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2015,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2016,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2017,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2018,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2019,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2020,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2021,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2022,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2023,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2024,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2025,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2026,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2027,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2028,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2029,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2030,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2031,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2032,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2033,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2034,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2035,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2036,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2037,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2038,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2039,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2040,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2041,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2042,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2043,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2044,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2045,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2046,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2047,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2048,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2049,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2050,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2051,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2052,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2053,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2054,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2055,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2056,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2057,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2058,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2059,1.0
REGION1,Denmark (DK)| Coal (CO)| Combined heat and power (CH)| Primary energy commodity (P)| Historic (H)| size 3,2060,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2015,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2016,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2017,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2018,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2019,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2020,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2021,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2022,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2023,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2024,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2025,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2026,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2027,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2028,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2029,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2030,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2031,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2032,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2033,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2034,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2035,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2036,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2037,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2038,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2039,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2040,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2041,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2042,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2043,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2044,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2045,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2046,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2047,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2048,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2049,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2050,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2051,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2052,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2053,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2054,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2055,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2056,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2057,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2058,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2059,1.0
REGION1,Denmark (DK)| Coal (CO)| Carbon Capture and Storage (CS)| Primary energy commodity (P)| New (N)| size 2,2060,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2015,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2016,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2017,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2018,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2019,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2020,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2021,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2022,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2023,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2024,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2025,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2026,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2027,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2028,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2029,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2030,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2031,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2032,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2033,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2034,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2035,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2036,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2037,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2038,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2039,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2040,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2041,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2042,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2043,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2044,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2045,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2046,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2047,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2048,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2049,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2050,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2051,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2052,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2053,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2054,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2055,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2056,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2057,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2058,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2059,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 1,2060,1.0
REGION1,Denmark (DK)| Coal (CO)| Steam cycle (ST)| Primary energy commodity (P)| Historic (H)| size 3,2015,1.0
